Nome do cliente,Nome do item,Descricao,condicao,id do produto,escolha de doacao,aprovacao,pontos,justificacao,Creditos,Data da Transacao
Allison,Laptop,Eletronico,usado,DHm4 - 469,0,Reprovado,37,0,870,2023-07-15
Christian,Laptop,Eletronico,novo,cxC3 - 171,1,Reprovado,99,1,854,2023-05-22
Eric,Caneta,Utensilio,saudavel,HRs9 - 652,0,Aprovado,9,1,648,2023-02-03
Amy,Relogio,Acessorio,saudavel,ofr4 - 392,1,Aprovado,55,0,870,2023-07-26
Jason,Laptop,Eletronico,horrivel,ldR5 - 965,1,Aprovado,35,0,591,2023-04-04
Nicholas,Caneca,Utensilio,usado,SWp1 - 532,0,Aprovado,94,0,595,2023-02-03
Julia,Relogio,Acessorio,bom estado,ISD3 - 787,1,Reprovado,48,0,510,2023-09-13
Kyle,Livro,Livro,usado,Mwl3 - 163,0,Reprovado,76,0,744,2023-05-22
Shannon,Caneta,Utensilio,saudavel,WSX7 - 905,1,Aprovado,85,0,586,2023-01-16
Julia,Mochila,Vestuario,novo,LAc7 - 086,1,Reprovado,35,1,744,2023-06-18
Christian,Livro,Livro,horrivel,WJG7 - 028,0,Reprovado,95,0,829,2023-01-16
Jason,Relogio,Acessorio,bom estado,oXu8 - 940,0,Aprovado,99,1,803,2023-04-21
Alicia,Relogio,Acessorio,bom estado,mPy9 - 210,0,Aprovado,92,1,744,2022-12-20
Sherry,Chaveiro,Acessorio,bom estado,JdD0 - 104,0,Aprovado,28,0,595,2023-05-22
Christian,Caneca,Utensilio,novo,oib9 - 433,0,Aprovado,95,0,591,2023-04-21
Christy,Camisa,Vestuario,bom estado,cKC3 - 085,1,Aprovado,16,0,595,2023-04-04
Kevin,Laptop,Eletronico,usado,lTM2 - 827,0,Aprovado,14,1,763,2023-02-03
Allison,Camisa,Vestuario,saudavel,tTc4 - 327,0,Aprovado,68,1,537,2023-04-12
Eric,Relogio,Acessorio,bom estado,mLa2 - 919,1,Aprovado,29,1,510,2023-08-23
Christian,Camisa,Vestuario,usado,XHM4 - 699,0,Reprovado,53,1,572,2023-04-30
Christopher,Laptop,Eletronico,saudavel,Ems3 - 583,1,Reprovado,77,1,711,2023-02-03
Sherry,Laptop,Eletronico,novo,inG1 - 615,1,Aprovado,44,1,595,2023-10-06
Taylor,Camisa,Vestuario,horrivel,aLA6 - 225,1,Aprovado,53,1,595,2023-06-18
Julia,Camisa,Vestuario,novo,nVX1 - 868,0,Aprovado,91,1,850,2023-05-06
Amy,Caneta,Utensilio,bom estado,hZH4 - 900,1,Reprovado,0,0,510,2023-02-03
Christine,Caneca,Utensilio,horrivel,ZCG4 - 722,1,Reprovado,29,0,510,2023-11-12
Alicia,Camisa,Vestuario,usado,eKy4 - 947,0,Aprovado,96,1,574,2023-11-13
Christopher,Chaveiro,Acessorio,saudavel,cJw7 - 938,0,Aprovado,97,1,744,2023-06-18
Eric,Garrafa,Utensilio,saudavel,WuY0 - 649,0,Aprovado,11,0,595,2023-07-15
Taylor,Livro,Livro,usado,Esa7 - 125,1,Reprovado,37,0,589,2022-12-16
Christine,Garrafa,Utensilio,bom estado,jBG8 - 134,0,Reprovado,83,0,574,2023-08-23
Julia,Garrafa,Utensilio,usado,FGB9 - 341,1,Reprovado,77,0,595,2023-07-15
Jason,Camisa,Vestuario,usado,dCm2 - 439,0,Aprovado,71,0,829,2023-04-04
Sherry,Chaveiro,Acessorio,bom estado,mwZ6 - 329,0,Reprovado,61,0,595,2023-10-06
Jason,Camisa,Vestuario,bom estado,VRk0 - 968,0,Aprovado,89,0,870,2023-11-12
Alicia,Garrafa,Utensilio,usado,bES8 - 480,1,Aprovado,18,1,803,2022-12-20
Nicholas,Chaveiro,Acessorio,horrivel,lMD2 - 639,1,Aprovado,31,1,744,2023-05-06
Christian,Caneta,Utensilio,novo,KXK6 - 322,1,Reprovado,46,1,589,2023-05-06
Allison,Garrafa,Utensilio,novo,LOq3 - 310,0,Aprovado,72,0,574,2023-09-13
Christine,Garrafa,Utensilio,horrivel,lUR4 - 076,0,Reprovado,47,0,763,2023-11-13
Carol,Chaveiro,Acessorio,horrivel,VDx3 - 193,1,Aprovado,77,0,589,2023-04-30
Carol,Laptop,Eletronico,usado,Zid7 - 402,0,Aprovado,70,0,850,2023-03-20
Christopher,Chaveiro,Acessorio,usado,AOt6 - 145,1,Aprovado,0,1,870,2023-06-18
Sherry,Livro,Livro,horrivel,Njw8 - 194,1,Aprovado,8,0,870,2023-03-20
Christian,Laptop,Eletronico,horrivel,lmO7 - 203,1,Aprovado,72,1,537,2023-02-03
Shannon,Livro,Livro,bom estado,Gru1 - 153,0,Reprovado,56,1,763,2023-09-13
Christine,Camisa,Vestuario,usado,EhJ0 - 277,1,Reprovado,12,1,870,2023-06-18
Christy,Camisa,Vestuario,bom estado,TmW8 - 971,1,Aprovado,91,1,537,2023-02-03
Christian,Camisa,Vestuario,saudavel,rCP4 - 185,0,Aprovado,29,0,803,2023-03-07
Jason,Mochila,Vestuario,novo,gXr0 - 926,0,Aprovado,69,1,744,2023-07-15
Kevin,Caneca,Utensilio,usado,Bxs7 - 447,0,Reprovado,83,0,595,2023-01-16
Christopher,Camisa,Vestuario,saudavel,MFk1 - 983,0,Reprovado,34,1,537,2022-12-16
Christy,Telefone,Eletronico,novo,rAK2 - 201,1,Reprovado,22,1,595,2023-05-22
Sherry,Laptop,Eletronico,usado,Nwz6 - 912,1,Reprovado,91,1,711,2023-04-04
Nicholas,Relogio,Acessorio,horrivel,xjB8 - 799,0,Aprovado,14,0,589,2023-11-13
Shannon,Relogio,Acessorio,usado,zac0 - 832,0,Aprovado,40,1,803,2023-04-04
Julia,Mochila,Vestuario,horrivel,EUU3 - 962,1,Reprovado,83,1,574,2023-04-12
Julia,Garrafa,Utensilio,bom estado,RkV0 - 305,1,Reprovado,30,0,595,2023-06-18
Christy,Garrafa,Utensilio,horrivel,htU4 - 828,0,Aprovado,42,0,749,2023-02-03
Shannon,Caneca,Utensilio,usado,WIo4 - 135,0,Aprovado,6,1,510,2023-11-12
Jason,Camisa,Vestuario,usado,XnT1 - 912,1,Reprovado,51,1,854,2022-12-20
Julia,Mochila,Vestuario,saudavel,ImZ4 - 351,0,Reprovado,20,0,829,2023-10-06
Kevin,Livro,Livro,horrivel,hDD3 - 701,1,Reprovado,28,0,572,2023-10-06
Julia,Livro,Livro,bom estado,XDV6 - 266,1,Aprovado,22,0,572,2023-11-12
Taylor,Mochila,Vestuario,novo,eLx1 - 650,0,Reprovado,76,0,854,2023-01-16
Kyle,Livro,Livro,saudavel,rBf9 - 948,1,Reprovado,29,0,711,2023-03-07
Amy,Telefone,Eletronico,horrivel,sSc2 - 396,0,Aprovado,40,0,854,2023-04-12
Shannon,Caneta,Utensilio,horrivel,ocX4 - 173,1,Aprovado,93,0,574,2023-04-04
Allison,Telefone,Eletronico,saudavel,pDZ7 - 638,0,Reprovado,76,0,589,2023-06-18
Shannon,Mochila,Vestuario,horrivel,WnK7 - 251,1,Aprovado,34,0,778,2023-11-13
Julia,Mochila,Vestuario,horrivel,sSa6 - 220,1,Aprovado,99,0,648,2023-06-18
Eric,Relogio,Acessorio,usado,kia2 - 192,0,Aprovado,70,0,586,2023-07-15
Shannon,Relogio,Acessorio,bom estado,YeD9 - 867,1,Aprovado,38,1,854,2023-02-03
Shannon,Caneta,Utensilio,horrivel,jVB6 - 820,1,Reprovado,80,1,648,2023-04-21
Julia,Garrafa,Utensilio,usado,jHv6 - 564,1,Reprovado,72,0,763,2023-04-21
Christine,Camisa,Vestuario,horrivel,FEU1 - 374,0,Aprovado,92,0,591,2023-05-22
Taylor,Chaveiro,Acessorio,saudavel,PuO3 - 803,0,Aprovado,93,0,537,2023-10-06
Kevin,Caneca,Utensilio,novo,QrQ5 - 987,1,Reprovado,79,0,803,2023-10-06
Carol,Camisa,Vestuario,bom estado,lQm0 - 136,0,Aprovado,11,0,854,2022-12-20
Brooke,Mochila,Vestuario,bom estado,jRt8 - 304,0,Aprovado,10,1,510,2023-02-03
Julia,Livro,Livro,bom estado,QiG8 - 035,1,Aprovado,16,1,574,2023-02-03
Sherry,Garrafa,Utensilio,novo,mej8 - 434,1,Reprovado,62,1,537,2023-03-20
Amy,Telefone,Eletronico,bom estado,ASo3 - 817,1,Aprovado,97,1,574,2023-02-03
Nicholas,Camisa,Vestuario,usado,uKu1 - 699,1,Reprovado,39,0,574,2023-11-12
Kevin,Caneta,Utensilio,usado,wHX7 - 336,0,Reprovado,48,1,850,2023-03-07
Nicholas,Chaveiro,Acessorio,bom estado,mGZ4 - 258,0,Aprovado,92,1,850,2022-12-16
Christine,Telefone,Eletronico,novo,lgr9 - 091,1,Aprovado,12,1,749,2023-07-15
Christy,Livro,Livro,novo,DtV0 - 699,0,Reprovado,92,0,537,2023-05-22
Carol,Chaveiro,Acessorio,saudavel,oqp2 - 068,1,Aprovado,32,0,572,2023-11-12
Taylor,Garrafa,Utensilio,saudavel,ttM2 - 442,0,Reprovado,76,1,711,2023-07-15
Shannon,Caneca,Utensilio,bom estado,ZEq1 - 105,0,Reprovado,50,0,763,2023-07-26
Shannon,Mochila,Vestuario,novo,VCK2 - 568,0,Aprovado,92,0,778,2023-03-20
Amy,Caneca,Utensilio,bom estado,sHw0 - 081,0,Aprovado,65,0,572,2022-12-16
Alicia,Mochila,Vestuario,horrivel,Bgf8 - 545,1,Aprovado,77,1,744,2023-07-15
Shannon,Relogio,Acessorio,usado,GTT3 - 771,0,Reprovado,6,0,537,2023-02-03
Christian,Garrafa,Utensilio,bom estado,QtJ0 - 153,0,Aprovado,91,0,711,2023-07-26
Carol,Relogio,Acessorio,bom estado,Hiw5 - 038,1,Reprovado,88,1,778,2023-04-21
Jesus,Caneta,Utensilio,usado,nsw6 - 688,0,Reprovado,47,1,803,2023-05-06
Shannon,Relogio,Acessorio,bom estado,JWR0 - 700,1,Reprovado,67,1,778,2023-02-03
Sherry,Garrafa,Utensilio,usado,OYi7 - 947,1,Reprovado,8,1,537,2022-12-20
Brooke,Livro,Livro,horrivel,DJT5 - 990,1,Aprovado,0,1,586,2023-05-06
Carol,Laptop,Eletronico,saudavel,ZAo9 - 961,0,Reprovado,58,1,711,2023-02-03
Alicia,Mochila,Vestuario,horrivel,BXr0 - 643,0,Aprovado,81,0,763,2023-05-22
Sherry,Camisa,Vestuario,horrivel,gXa4 - 232,0,Reprovado,36,0,510,2023-06-18
Taylor,Garrafa,Utensilio,saudavel,Gkl7 - 614,1,Aprovado,45,0,537,2023-04-30
Sherry,Caneta,Utensilio,novo,qFn3 - 446,1,Reprovado,40,0,574,2023-08-23
Eric,Chaveiro,Acessorio,usado,gqJ4 - 206,0,Reprovado,96,1,510,2023-11-12
Kyle,Chaveiro,Acessorio,usado,PEZ3 - 067,0,Aprovado,20,1,744,2023-07-15
Brooke,Relogio,Acessorio,saudavel,PhH8 - 058,0,Aprovado,0,0,586,2023-01-16
Christopher,Caneca,Utensilio,usado,OLA1 - 764,0,Aprovado,21,1,510,2023-04-12
Christine,Chaveiro,Acessorio,novo,whL8 - 736,0,Aprovado,51,0,510,2022-12-16
Brooke,Telefone,Eletronico,bom estado,sOK9 - 735,0,Aprovado,89,0,870,2023-05-22
Christy,Mochila,Vestuario,saudavel,rpF4 - 248,0,Reprovado,7,1,829,2023-04-21
Kyle,Laptop,Eletronico,usado,mLz0 - 713,0,Reprovado,28,0,870,2023-04-12
Jason,Livro,Livro,horrivel,Fri5 - 762,0,Aprovado,16,0,778,2023-09-13
Jesus,Caneta,Utensilio,bom estado,Awf5 - 190,1,Aprovado,49,1,763,2023-04-04
Shannon,Chaveiro,Acessorio,usado,JiW6 - 737,0,Reprovado,82,0,854,2023-04-21
Charles,Livro,Livro,saudavel,vAD2 - 527,1,Reprovado,28,1,510,2023-07-26
Kevin,Caneta,Utensilio,novo,qwo0 - 219,0,Reprovado,68,0,648,2023-06-18
Nicholas,Camisa,Vestuario,bom estado,mEH8 - 796,1,Aprovado,26,1,574,2023-05-06
Christian,Caneta,Utensilio,usado,fDo0 - 805,1,Reprovado,80,1,572,2023-02-03
Nicholas,Mochila,Vestuario,bom estado,jnO3 - 003,1,Reprovado,69,0,778,2023-08-23
Julia,Caneta,Utensilio,bom estado,WuY3 - 538,0,Aprovado,76,1,537,2023-11-12
Allison,Chaveiro,Acessorio,horrivel,CyH2 - 703,1,Reprovado,92,1,537,2023-07-26
Shannon,Caneta,Utensilio,saudavel,CaP7 - 303,0,Aprovado,60,0,586,2022-12-20
Taylor,Laptop,Eletronico,horrivel,Moh1 - 869,0,Reprovado,60,1,586,2023-06-18
Jesus,Chaveiro,Acessorio,novo,Fkd0 - 243,1,Reprovado,80,0,591,2023-07-15
Christopher,Garrafa,Utensilio,usado,JXj7 - 678,0,Reprovado,42,1,591,2023-04-04
Jason,Relogio,Acessorio,horrivel,cdL0 - 148,1,Aprovado,10,0,572,2023-11-13
Christopher,Garrafa,Utensilio,bom estado,tGG1 - 179,0,Aprovado,11,0,778,2023-01-16
Christian,Garrafa,Utensilio,bom estado,Pai6 - 698,1,Reprovado,18,1,711,2023-06-18
Kyle,Camisa,Vestuario,bom estado,PqZ7 - 168,1,Aprovado,80,0,537,2023-05-06
Christy,Mochila,Vestuario,usado,Ofg6 - 152,0,Aprovado,72,1,648,2023-01-16
Nicholas,Laptop,Eletronico,novo,ZkM7 - 236,0,Reprovado,57,0,749,2023-07-15
Jesus,Relogio,Acessorio,usado,emL8 - 617,0,Aprovado,5,0,537,2023-10-06
Brooke,Mochila,Vestuario,novo,QIk4 - 184,1,Reprovado,98,0,711,2022-12-20
Shannon,Laptop,Eletronico,bom estado,mWx8 - 331,1,Aprovado,24,1,595,2023-04-04
Kyle,Camisa,Vestuario,novo,Ujs0 - 723,0,Reprovado,6,1,586,2023-11-13
Kevin,Camisa,Vestuario,saudavel,Koa1 - 006,1,Reprovado,95,0,586,2023-03-07
Nicholas,Relogio,Acessorio,novo,SkS7 - 857,0,Aprovado,71,0,744,2023-04-30
Jason,Caneca,Utensilio,horrivel,dVY1 - 370,0,Aprovado,18,1,574,2023-08-23
Christian,Telefone,Eletronico,usado,pWs1 - 659,0,Aprovado,40,1,744,2023-03-20
Carol,Relogio,Acessorio,bom estado,ytQ5 - 964,0,Reprovado,74,0,749,2023-06-18
Eric,Garrafa,Utensilio,saudavel,hWd2 - 039,1,Reprovado,17,0,591,2023-01-16
Kyle,Telefone,Eletronico,novo,yEF2 - 620,0,Aprovado,35,1,711,2023-05-06
Shannon,Chaveiro,Acessorio,novo,Ysz9 - 652,0,Reprovado,18,0,829,2023-02-03
Jesus,Chaveiro,Acessorio,usado,AUS5 - 781,0,Reprovado,39,0,572,2023-04-12
Alicia,Telefone,Eletronico,novo,QWY5 - 380,0,Aprovado,5,0,778,2023-03-07
Sherry,Relogio,Acessorio,horrivel,lOM4 - 639,1,Reprovado,83,0,589,2023-04-30
Taylor,Caneca,Utensilio,horrivel,hhc7 - 929,1,Aprovado,91,0,574,2023-05-22
Sherry,Chaveiro,Acessorio,horrivel,NIP2 - 836,0,Reprovado,68,0,595,2023-05-06
Jesus,Chaveiro,Acessorio,usado,ipl8 - 626,1,Reprovado,43,0,586,2023-07-26
Brooke,Camisa,Vestuario,usado,waT4 - 176,0,Reprovado,45,1,829,2023-07-15
Christine,Telefone,Eletronico,usado,bdS8 - 881,0,Aprovado,13,0,572,2023-07-26
Kyle,Garrafa,Utensilio,novo,RWu0 - 841,1,Reprovado,24,0,595,2023-10-06
Amy,Livro,Livro,horrivel,LjW6 - 245,1,Aprovado,77,1,711,2023-04-21
Kevin,Chaveiro,Acessorio,novo,OYK6 - 761,0,Aprovado,38,0,595,2023-04-12
Alicia,Caneca,Utensilio,usado,SNV0 - 988,0,Reprovado,92,1,586,2023-11-12
Christine,Relogio,Acessorio,usado,MJU7 - 994,0,Aprovado,7,1,829,2022-12-16
Sherry,Livro,Livro,novo,WXH3 - 337,1,Reprovado,94,1,648,2023-08-23
Christy,Livro,Livro,bom estado,DOn4 - 152,1,Reprovado,13,0,586,2023-03-20
Alicia,Garrafa,Utensilio,novo,qiI8 - 778,0,Aprovado,90,1,591,2023-04-04
Christopher,Mochila,Vestuario,horrivel,HRx5 - 099,1,Reprovado,35,1,803,2023-06-18
Allison,Telefone,Eletronico,usado,fnv6 - 899,0,Reprovado,71,1,778,2023-07-15
Brooke,Mochila,Vestuario,usado,VvI6 - 547,0,Reprovado,93,1,586,2023-06-18
Julia,Chaveiro,Acessorio,bom estado,aqn6 - 968,1,Reprovado,78,1,595,2023-06-18
Kyle,Livro,Livro,horrivel,dZc8 - 577,1,Reprovado,72,1,778,2023-04-30
Jesus,Chaveiro,Acessorio,usado,hQT5 - 903,0,Aprovado,14,0,595,2022-12-20
Eric,Caneta,Utensilio,bom estado,Fck1 - 287,1,Reprovado,26,0,763,2023-10-06
Kevin,Garrafa,Utensilio,horrivel,qAB1 - 459,0,Reprovado,28,0,870,2023-03-07
Brooke,Relogio,Acessorio,bom estado,dTU6 - 409,0,Aprovado,78,0,749,2023-08-23
Kevin,Caneta,Utensilio,usado,KkN4 - 625,0,Reprovado,38,0,763,2023-05-06
Shannon,Telefone,Eletronico,saudavel,qSq9 - 613,1,Reprovado,18,0,572,2023-03-07
Julia,Camisa,Vestuario,horrivel,yrT8 - 904,0,Aprovado,93,1,589,2023-04-12
Carol,Camisa,Vestuario,usado,jKx1 - 733,0,Reprovado,15,0,572,2023-07-26
Alicia,Mochila,Vestuario,bom estado,qPm7 - 169,1,Reprovado,19,1,572,2023-04-04
Christopher,Mochila,Vestuario,usado,esh7 - 257,0,Aprovado,97,1,870,2023-04-21
Sherry,Camisa,Vestuario,horrivel,Ady4 - 600,0,Aprovado,53,1,510,2023-07-15
Jesus,Relogio,Acessorio,usado,CpE5 - 827,1,Reprovado,33,0,648,2023-04-12
Julia,Mochila,Vestuario,bom estado,bVG2 - 786,1,Reprovado,36,0,850,2023-02-03
Christy,Mochila,Vestuario,bom estado,weS6 - 280,1,Aprovado,21,0,854,2023-02-03
Jason,Garrafa,Utensilio,usado,hKl4 - 685,1,Aprovado,21,1,744,2022-12-16
Jesus,Relogio,Acessorio,saudavel,QhH2 - 240,1,Aprovado,19,0,586,2023-02-03
Kevin,Caneta,Utensilio,saudavel,HLg1 - 972,1,Reprovado,1,0,749,2023-04-21
Amy,Telefone,Eletronico,saudavel,mzS4 - 158,1,Reprovado,52,0,589,2023-04-30
Nicholas,Relogio,Acessorio,saudavel,zfE7 - 658,0,Reprovado,47,1,648,2023-08-23
Sherry,Caneta,Utensilio,novo,xJS6 - 057,0,Reprovado,69,1,763,2022-12-16
Kyle,Garrafa,Utensilio,novo,sei8 - 985,0,Reprovado,54,1,595,2023-08-23
Carol,Laptop,Eletronico,usado,QLJ6 - 495,0,Reprovado,85,0,749,2022-12-20
Christy,Telefone,Eletronico,novo,HrG2 - 247,1,Aprovado,2,0,778,2023-05-22
Christian,Camisa,Vestuario,usado,yLG3 - 656,1,Reprovado,47,0,510,2023-07-26
Amy,Caneca,Utensilio,novo,AFB4 - 888,1,Aprovado,83,0,537,2022-12-20
Taylor,Telefone,Eletronico,bom estado,sgV9 - 559,0,Reprovado,42,0,572,2023-04-12
Alicia,Caneta,Utensilio,novo,nip6 - 597,1,Reprovado,58,1,763,2022-12-20
Allison,Chaveiro,Acessorio,usado,oUB1 - 706,0,Aprovado,50,0,589,2023-03-07
Jesus,Camisa,Vestuario,saudavel,OfG0 - 079,0,Reprovado,96,1,763,2023-01-16
Christian,Garrafa,Utensilio,bom estado,aqb4 - 143,1,Reprovado,12,0,803,2023-05-06
Eric,Chaveiro,Acessorio,saudavel,YrP6 - 083,1,Reprovado,4,0,778,2023-03-07
Christian,Garrafa,Utensilio,horrivel,ZhW2 - 139,0,Aprovado,9,0,586,2023-06-18
Jesus,Livro,Livro,novo,fZk1 - 020,1,Aprovado,67,0,829,2023-08-23
Alicia,Caneta,Utensilio,saudavel,Riy5 - 864,0,Aprovado,70,0,850,2023-04-21
Christine,Garrafa,Utensilio,bom estado,hVZ2 - 901,0,Aprovado,98,1,572,2022-12-20
Julia,Livro,Livro,saudavel,aaq8 - 725,1,Reprovado,65,0,850,2023-11-12
Kyle,Garrafa,Utensilio,novo,qWw7 - 021,0,Aprovado,79,1,589,2023-07-26
Kyle,Livro,Livro,novo,hat0 - 941,0,Reprovado,29,1,854,2022-12-16
Sherry,Relogio,Acessorio,bom estado,EbE5 - 365,0,Reprovado,30,1,589,2023-11-12
Kyle,Telefone,Eletronico,saudavel,IOk4 - 533,0,Reprovado,30,0,763,2023-11-12
Eric,Livro,Livro,horrivel,tEK1 - 522,0,Reprovado,86,0,589,2023-11-12
Taylor,Chaveiro,Acessorio,novo,Gvv2 - 202,0,Reprovado,0,1,648,2022-12-20
Amy,Mochila,Vestuario,bom estado,qCN3 - 212,1,Aprovado,7,0,744,2023-08-23
Shannon,Caneca,Utensilio,bom estado,EHy6 - 413,1,Reprovado,16,0,870,2023-11-13
Shannon,Relogio,Acessorio,saudavel,AUq5 - 114,1,Reprovado,63,0,589,2023-09-13
Charles,Relogio,Acessorio,saudavel,Lux9 - 047,1,Reprovado,40,1,572,2023-04-30
Kevin,Telefone,Eletronico,usado,pVZ6 - 429,1,Reprovado,96,1,595,2023-05-22
Carol,Telefone,Eletronico,horrivel,WjI9 - 872,0,Reprovado,6,0,711,2023-05-06
Shannon,Laptop,Eletronico,horrivel,HEN8 - 232,1,Aprovado,0,0,572,2023-04-30
Brooke,Caneta,Utensilio,saudavel,fmV7 - 289,1,Reprovado,93,0,589,2023-07-15
Christine,Relogio,Acessorio,bom estado,kCJ1 - 308,0,Aprovado,43,0,510,2022-12-20
Kevin,Caneca,Utensilio,saudavel,Esx8 - 126,0,Reprovado,45,0,829,2023-07-26
Sherry,Laptop,Eletronico,novo,IRB6 - 903,1,Reprovado,99,0,589,2023-05-22
Jason,Livro,Livro,bom estado,Hor8 - 540,0,Reprovado,22,0,744,2023-04-04
Amy,Mochila,Vestuario,usado,Pwy4 - 910,1,Reprovado,19,1,537,2023-07-26
Nicholas,Telefone,Eletronico,novo,mKF0 - 000,1,Reprovado,66,0,749,2023-03-20
Jesus,Caneca,Utensilio,usado,JdF2 - 314,0,Aprovado,87,1,870,2023-07-26
Jesus,Mochila,Vestuario,usado,iZK6 - 644,0,Reprovado,15,1,749,2023-02-03
Taylor,Livro,Livro,usado,Uvo6 - 125,1,Reprovado,34,1,589,2023-09-13
Eric,Laptop,Eletronico,novo,jcP9 - 809,1,Aprovado,93,0,803,2023-06-18
Jesus,Telefone,Eletronico,saudavel,BqP9 - 966,1,Reprovado,54,1,829,2023-04-21
Jason,Mochila,Vestuario,saudavel,ByF8 - 992,1,Aprovado,67,0,744,2023-11-12
Allison,Relogio,Acessorio,usado,JYs4 - 629,0,Aprovado,52,1,850,2023-03-20
Kyle,Livro,Livro,usado,mep8 - 031,0,Reprovado,55,1,586,2022-12-16
Sherry,Relogio,Acessorio,novo,nTD3 - 936,0,Aprovado,21,0,763,2023-05-22
Charles,Mochila,Vestuario,novo,Gov9 - 513,1,Reprovado,97,1,711,2023-03-07
Alicia,Relogio,Acessorio,saudavel,rUx4 - 481,0,Reprovado,53,1,574,2023-04-21
Christine,Camisa,Vestuario,novo,rcl3 - 206,0,Aprovado,23,0,854,2023-05-06
Taylor,Chaveiro,Acessorio,horrivel,Vsq4 - 126,0,Reprovado,69,1,850,2023-08-23
Christy,Relogio,Acessorio,novo,PVm7 - 531,1,Reprovado,18,0,744,2023-08-23
Jason,Telefone,Eletronico,usado,WJH6 - 714,0,Reprovado,100,1,589,2023-04-04
Brooke,Garrafa,Utensilio,horrivel,Dqk7 - 176,0,Aprovado,51,1,870,2023-07-15
Brooke,Caneca,Utensilio,bom estado,PeH2 - 907,1,Aprovado,56,0,591,2023-09-13
Allison,Garrafa,Utensilio,usado,Dgq9 - 349,0,Aprovado,72,1,749,2023-07-15
Brooke,Caneca,Utensilio,novo,FGf8 - 762,1,Aprovado,75,0,595,2023-11-13
Taylor,Telefone,Eletronico,usado,UgK4 - 192,1,Reprovado,21,0,591,2022-12-16
Taylor,Caneta,Utensilio,bom estado,GxZ7 - 458,0,Aprovado,53,0,537,2023-04-30
Christine,Caneca,Utensilio,saudavel,EiA3 - 910,0,Reprovado,74,1,537,2023-06-18
Shannon,Livro,Livro,horrivel,rSh3 - 893,1,Aprovado,62,1,749,2023-07-26
Nicholas,Telefone,Eletronico,bom estado,hQu6 - 822,0,Aprovado,66,0,648,2023-03-20
Charles,Relogio,Acessorio,saudavel,bSF4 - 639,0,Aprovado,84,1,850,2023-08-23
Brooke,Garrafa,Utensilio,horrivel,GuG0 - 495,0,Reprovado,64,0,854,2023-11-12
Amy,Telefone,Eletronico,novo,IDK2 - 478,1,Aprovado,75,0,744,2023-08-23
Brooke,Caneta,Utensilio,horrivel,YsM7 - 368,1,Aprovado,78,1,854,2023-04-04
Brooke,Relogio,Acessorio,horrivel,JFw8 - 521,0,Reprovado,43,1,829,2023-03-20
Carol,Garrafa,Utensilio,novo,XTK3 - 950,0,Reprovado,81,0,595,2022-12-20
Carol,Relogio,Acessorio,saudavel,OmT2 - 663,0,Aprovado,5,0,589,2023-11-12
Christy,Caneta,Utensilio,novo,GcD8 - 729,0,Reprovado,17,0,510,2023-03-07
Christine,Caneta,Utensilio,saudavel,Mhr6 - 927,1,Reprovado,41,1,749,2022-12-16
Carol,Chaveiro,Acessorio,novo,loe2 - 133,0,Aprovado,24,1,870,2023-07-26
Christian,Relogio,Acessorio,usado,zDs9 - 966,0,Aprovado,18,0,829,2023-02-03
Nicholas,Relogio,Acessorio,novo,pqq0 - 246,0,Aprovado,95,1,589,2023-04-21
Christian,Livro,Livro,bom estado,nEm3 - 911,0,Reprovado,18,0,763,2023-09-13
Jason,Chaveiro,Acessorio,saudavel,qsX2 - 847,0,Reprovado,25,1,595,2023-08-23
Shannon,Laptop,Eletronico,usado,omy1 - 129,1,Aprovado,47,1,749,2023-08-23
Nicholas,Chaveiro,Acessorio,bom estado,ZTV7 - 392,0,Reprovado,34,0,574,2023-05-22
Jesus,Mochila,Vestuario,usado,CyX0 - 183,0,Aprovado,10,0,778,2023-07-26
Kyle,Telefone,Eletronico,novo,ECw3 - 089,0,Aprovado,92,0,803,2022-12-20
Shannon,Chaveiro,Acessorio,novo,vFy6 - 645,1,Aprovado,74,1,595,2023-10-06
Christopher,Chaveiro,Acessorio,novo,IRY3 - 874,1,Reprovado,77,1,850,2023-04-04
Christy,Caneta,Utensilio,bom estado,kwL8 - 419,0,Reprovado,81,1,572,2023-10-06
Jason,Laptop,Eletronico,horrivel,mcd8 - 955,0,Reprovado,2,0,537,2023-04-30
Eric,Mochila,Vestuario,bom estado,heK2 - 484,1,Reprovado,34,1,595,2023-02-03
Jason,Camisa,Vestuario,horrivel,yvf2 - 937,1,Reprovado,65,1,586,2023-05-22
Taylor,Laptop,Eletronico,saudavel,tUF9 - 283,1,Reprovado,42,1,854,2023-04-21
Charles,Caneca,Utensilio,usado,EfA7 - 925,1,Reprovado,51,1,778,2023-05-06
Jason,Livro,Livro,bom estado,dSI8 - 809,1,Aprovado,34,1,829,2023-05-06
Eric,Telefone,Eletronico,usado,dNi2 - 238,1,Reprovado,96,1,711,2023-11-13
Carol,Relogio,Acessorio,novo,Cis3 - 912,0,Reprovado,82,0,586,2023-08-23
Christopher,Caneta,Utensilio,usado,FZh0 - 226,0,Aprovado,9,0,870,2023-03-07
Kevin,Camisa,Vestuario,bom estado,UQO9 - 529,1,Reprovado,57,0,749,2023-11-12
Shannon,Relogio,Acessorio,usado,FVN4 - 223,0,Aprovado,43,1,711,2023-05-06
